img_ID,predict,gt
2032,-0.29563138,-0.3
7789,0.024427071,0
3002,-0.6032914,-0.6
4204,-0.53052944,-0.6
4258,0.013836526,0
4894,-0.3081274,-0.3
7231,-0.35768628,-0.6
5718,0.28036106,0.3
2104,-0.31324527,-0.3
8222,0.021838691,0
1988,-0.2837629,-0.3
5642,0.01775036,0
5315,-0.0046674283,0
6996,-0.004692832,0
4036,-0.03387952,0
669,0.30577567,0.3
5677,0.30251518,0.3
5882,0.3070983,0.3
2387,0.008270517,0
2274,-0.2848793,-0.3
6206,0.27892196,0.3
7924,0.0002812585,0
1960,-0.32231894,-0.3
7821,0.0028987657,0
7858,-0.016169656,0
7461,-0.001951735,0
2543,-0.0012823963,0
4989,0.028898433,0
5010,0.2891948,0.3
6659,-0.6093676,-0.6
5078,0.025280334,0
8624,-0.0034535497,0
3758,0.59644026,0.6
3782,0.62210894,0.6
2629,0.03439623,0
7410,0.021673482,0
7353,-0.28161272,-0.3
1565,-0.0077233585,0
5528,0.023247052,0
7027,0.2983812,0.3
7772,-0.017322838,0
6328,0.6051547,0.6
7488,-0.32211053,-0.3
5361,0.544893,0.6
3049,0.032017305,0
2983,-0.30845565,-0.3
328,-0.015990185,0
5714,0.33622622,0.3
5931,0.3055363,0.3
3285,-0.54267806,-0.6
2444,0.004709757,0
7807,-0.021830134,0
4641,-0.0011001588,0
4914,-0.35356858,-0.3
1624,-0.2968398,-0.3
2000,-0.32659397,-0.3
6824,-0.013467938,0
7113,0.010159743,0
4359,-0.0031562736,0
1243,0.2903697,0.3
3166,-0.010432471,0
7899,0.27314597,0.3
7524,-0.3085604,-0.3
3112,0.019317988,0
6028,-0.3165584,-0.3
6642,-0.588199,-0.6
1484,0.2923216,0.3
536,-0.032406647,0
7463,-0.001951735,0
3211,-0.2566497,-0.3
5741,0.4916695,0.6
5957,-0.045913097,0
2263,-0.28650132,-0.3
7766,0.034556653,0
8522,0.004659069,0
2083,-0.2971638,-0.3
2697,0.005049249,0
8600,-0.019435095,0
7335,-0.29381368,-0.3
4609,-0.003969124,0
4811,-0.28401002,-0.3
4304,-0.0076508652,0
4327,0.021713141,0
7012,0.31234327,0.3
6630,-0.5731919,-0.6
460,-0.5604199,-0.6
4084,-0.0025098727,0
5080,0.025280334,0
4248,-0.020317826,0
6854,-0.0031127445,0
2,0.012160386,0
4867,-0.03732781,0
1757,0.29003376,0.3
2581,0.02183552,0
4353,0.0057077715,0
3767,0.5961429,0.6
4600,0.0073373765,0
2824,0.042794492,0
7901,0.28964844,0.3
6100,0.36144537,0.3
6452,0.03416015,0
991,0.025059596,0
7520,-0.34323287,-0.3
4874,-0.31366542,-0.3
1873,0.29661614,0.3
4212,-0.14927194,-0.6
5883,0.24427092,0.3
4295,-0.019230857,0
4414,-0.0011525415,0
6817,-0.044481743,0
7198,-0.32279056,-0.3
7571,-0.5817048,-0.6
5886,0.33014482,0.3
1314,-0.022761684,0
1044,0.5603332,0.6
6734,0.00972356,0
4260,0.012131098,0
5127,-0.04489978,0
7337,-0.2896628,-0.3
3218,-0.30209962,-0.3
4764,-0.044230342,0
8010,0.26817295,0.3
5232,0.0031304583,0
3144,0.29458308,0.3
4807,-0.2820548,-0.3
3704,0.012003181,0
587,-0.046801962,0
2397,0.018185206,0
449,-0.5683416,-0.6
535,-0.06577396,0
5535,0.00794356,0
7681,-0.034326825,0
7069,-0.30549058,-0.3
8609,9.176461e-05,0
1405,0.29492092,0.3
3018,-0.5735249,-0.6
7914,-0.009317698,0
8375,-0.03363798,0
3842,0.6010206,0.6
7150,-0.0043073352,0
8466,-0.6618592,-0.6
7414,4.0666666e-05,0
5198,0.021351345,0
8315,0.0038519911,0
3587,-0.022446979,0
1099,0.095781006,0
2457,-0.0063395333,0
6136,0.3280095,0.3
2111,-0.28185567,-0.3
4331,0.01044527,0
590,-0.020681255,0
7132,0.019153211,0
1322,-0.010422091,0
8398,-0.2700712,-0.3
4188,-0.593314,-0.6
7646,0.008602279,0
657,0.28178644,0.3
2088,-0.29610607,-0.3
7521,-0.34323287,-0.3
3305,-0.61034954,-0.6
6271,0.017998915,0
2121,-0.6203188,-0.6
1558,-0.016079891,0
3917,0.5497161,0.6
2235,-0.002248282,0
2207,0.019588016,0
2478,-0.0009966092,0
2198,-0.011599595,0
7159,0.03655213,0
1587,-0.0297186,0
7715,-0.04177342,0
6174,0.0013853768,0
5166,0.018495325,0
3278,-0.5569047,-0.6
1105,0.24596393,0.3
8588,-0.006905603,0
1442,0.30355325,0.3
8288,0.016112503,0
3565,0.33326402,0.3
6698,-0.004460187,0
795,0.00050779246,0
3369,-0.0159556,0
1231,0.26710853,0.3
7285,0.030688379,0
4801,-0.26257238,-0.3
7919,-0.012548276,0
1661,0.020567045,0
3759,0.59644026,0.6
5986,-0.030809585,0
6502,-0.40834904,-0.6
684,0.3225508,0.3
7310,-0.018187102,0
6064,0.012229758,0
2785,0.015526793,0
3129,-0.011864519,0
3617,-0.011283457,0
6638,-0.5593854,-0.6
8258,0.0008600573,0
7066,-0.26501292,-0.3
3085,-0.29870564,-0.3
8484,-0.007726213,0
1208,0.28890154,0.3
4320,0.010634509,0
8360,0.0043018376,0
6279,0.031856902,0
1019,0.2923552,0.3
3577,-0.02735966,0
4672,0.0020274548,0
7061,-0.26543352,-0.3
7653,0.005559084,0
1141,0.297081,0.3
2099,-0.30525637,-0.3
1285,0.5559371,0.6
1029,0.33369654,0.3
94,-0.014249341,0
5981,-0.012104295,0
7080,-0.2843432,-0.3
1927,-0.07030867,0
2081,-0.29612342,-0.3
1864,0.30506274,0.3
2156,-0.5790017,-0.6
6660,-0.5577607,-0.6
5220,0.017338403,0
5711,0.31796446,0.3
885,0.0061884867,0
5480,0.3124668,0.3
1493,0.25817767,0.3
7246,-0.56967753,-0.6
4005,-0.012464118,0
2943,-0.30015662,-0.3
2414,-0.007066115,0
8092,0.005364877,0
7179,-0.086951904,0
4321,0.010634509,0
5349,0.30303577,0.3
5923,0.30361804,0.3
1949,-0.27971378,-0.3
5498,0.593916,0.6
927,0.26658583,0.3
4384,0.010600925,0
7608,-0.54191566,-0.6
181,-0.02974534,0
687,0.3033534,0.3
2366,-0.0075434092,0
1429,0.32559586,0.3
6090,0.0109647075,0
1899,0.24247043,0.3
3817,0.60095406,0.6
108,0.020533651,0
3711,0.25639272,0.3
6093,0.07103858,0
6526,-0.5376215,-0.6
4183,-0.5852394,-0.6
3568,0.21832538,0.3
2726,0.007212421,0
5319,0.13498822,0.3
3550,0.27392325,0.3
6623,-0.30546814,-0.3
2219,0.0038532848,0
958,0.024992272,0
1768,0.27620196,0.3
8368,-0.011691101,0
6889,-0.017940426,0
5541,0.012699327,0
8281,0.021941539,0
4756,0.031425808,0
1749,0.30896094,0.3
4768,0.05175217,0
3644,-0.022337284,0
7882,0.26425454,0.3
6500,-0.40834904,-0.3
2420,0.0073778927,0
1122,0.3182354,0.3
322,0.010244242,0
8527,-0.009900724,0
5909,0.30589432,0.3
3800,0.5692875,0.6
5234,0.0031304583,0
474,-0.03658258,0
1774,0.2889821,0.3
4540,0.0026812935,0
6017,-0.29134554,-0.3
6815,-0.044481743,0
7106,-0.008920427,0
708,0.5528127,0.6
3058,-0.027956218,0
487,-0.032884303,0
2690,-0.0040493216,0
4834,-0.2784373,-0.3
7690,-0.008453001,0
3122,-0.029570043,0
2692,-0.0033015532,0
7168,-0.005489144,0
2555,-0.002875108,0
776,-0.013569014,0
6422,-0.6865881,-0.6
6391,-0.5307788,-0.6
6987,-0.017943148,0
4048,-0.012680762,0
4513,-0.005418988,0
2395,0.018185206,0
47,0.014717014,0
7439,0.031462926,0
1515,0.2877863,0.3
5568,0.27360442,0.3
3993,0.0022351071,0
3710,-0.014502529,0
3179,-0.008513333,0
7552,-0.6037708,-0.6
1187,0.27936083,0.3
1454,0.2998877,0.3
2100,-0.30525637,-0.3
3853,0.56729686,0.6
866,0.010748652,0
8263,0.004911133,0
4628,0.022042055,0
2229,0.010080676,0
7253,-0.5788455,-0.6
3068,-0.2874504,-0.3
8175,0.003012686,0
5300,0.0017272662,0
4120,-0.2975229,-0.3
4211,-0.6085216,-0.6
4177,-0.31260464,-0.3
4531,-0.00053656334,0
6301,0.33160233,0.3
1298,0.622885,0.6
8490,-0.005699248,0
2752,0.014269876,0
794,-0.0029154718,0
6750,0.007835021,0
6869,-0.29086345,-0.3
6927,0.32704008,0.3
5551,0.046390347,0
6554,0.01943393,0
8186,0.0027165348,0
4732,0.0047983024,0
6401,-0.5384291,-0.6
4659,-0.035641488,0
3693,-0.0036500932,0
4259,0.012131098,0
3405,0.020920914,0
3258,-0.6011497,-0.6
4004,-0.007231831,0
3020,-0.5735249,-0.6
5051,0.3268728,0.3
3403,0.025891028,0
7017,0.33730432,0.3
1663,0.020567045,0
6022,-0.28058675,-0.3
1227,0.26726437,0.3
5175,0.01242138,0
6826,-0.013467938,0
1790,0.27864257,0.3
2993,-0.29718342,-0.3
8607,9.176461e-05,0
5539,0.011652437,0
4411,0.008383121,0
811,0.010748324,0
3562,0.27859214,0.3
7460,0.0021947715,0
2542,-0.0037445033,0
7462,-0.001951735,0
4586,0.012461924,0
5816,0.28940362,0.3
8370,-0.011691101,0
5321,0.2746041,0.3
5419,0.014103827,0
8284,0.021009356,0
2311,-0.47861093,0
4159,-0.32030177,-0.3
4819,-0.29494354,-0.3
4296,-0.01894799,0
7697,0.0023804363,0
1338,0.049959432,0
5852,0.2939774,0.3
2601,0.009423585,0
6144,-0.00529364,0
1901,0.33055863,0.3
762,-0.005928937,0
2039,-0.25402778,-0.3
526,-0.08282186,0
3431,0.27002028,0.3
2312,-0.017728917,0
2802,-0.0062428745,0
1580,-0.0075046397,0
2430,0.0031550005,0
2438,-0.0049018366,0
858,-0.004153744,0
4019,0.014730257,0
8249,0.007387941,0
2798,-0.023754828,0
6842,-0.0016533309,0
4686,-0.005868399,0
3785,0.5746617,0.6
4632,-0.032742307,0
3118,0.016804107,0
2305,-0.5979409,-0.6
2370,0.017615579,0
3141,0.2952392,0.3
235,-0.028221894,0
315,-0.0011942512,0
3979,0.011170131,0
4439,0.0033914726,0
7063,-0.28161806,-0.3
8553,-0.19970118,-0.3
7070,-0.30549058,-0.3
2247,-0.2902739,-0.3
7784,0.028470002,0
3255,-0.54317385,-0.6
6222,0.29513758,0.3
3030,-0.022099514,0
736,-0.008169547,0
3613,-0.0048135533,0
30,-0.0017846511,0
1439,0.3285003,0.3
410,-0.31953055,-0.3
5735,0.35064524,0.3
3120,0.018015128,0
8483,-0.007726213,0
4034,0.04145482,0
7165,0.0313925,0
7826,0.034304682,0
8045,0.023329686,0
29,0.004935695,0
6317,0.46946716,0.3
1622,-0.34208632,-0.3
3846,0.61174554,0.6
2937,-0.2949655,-0.3
5406,0.006844907,0
1214,0.34569705,0.3
6943,-0.03792153,0
6009,-0.00834928,0
3705,0.012003181,0
4542,0.018146787,0
5913,0.27266997,0.3
7331,-0.082842976,0
45,0.008065208,0
2066,-0.31922024,-0.3
3641,-0.008957403,0
6394,-0.54058695,-0.6
3063,0.015550048,0
4816,-0.2611907,-0.3
7719,-0.02923831,0
8594,-0.008250535,0
7499,-0.28047398,-0.3
5763,0.18598285,0
4478,0.0039810427,0
5434,0.3387638,0.3
2055,-0.31402415,-0.3
556,-0.024599772,0
4980,-0.0012172768,0
6405,-0.61799145,-0.6
841,-0.0067125624,0
4053,-0.017775968,0
3908,0.5917015,0.6
1572,-0.032082736,0
3371,-0.0159556,0
3957,-0.007758023,0
238,-0.019013766,0
8525,-0.009322831,0
89,0.005000137,0
5989,-0.03683094,0
4539,0.0026812935,0
5805,0.29636896,0.3
2412,-0.002921793,0
5598,0.5824468,0.6
7696,-0.0025822697,0
5052,0.3268728,0.3
5216,-0.0034033286,0
5603,0.58195347,0.6
7634,0.007830455,0
6083,0.03306936,0
6097,0.3217214,0.3
7953,-0.25358894,-0.3
2789,0.010252771,0
4787,-0.28364688,-0.3
8546,-0.25117314,-0.3
8454,-0.62605447,-0.6
2222,-0.088259,0
4606,0.004485625,0
3590,-0.014243746,0
206,-0.01087841,0
3579,-0.02735966,0
725,0.0218861,0
5037,0.3382138,0.3
521,-0.014616097,0
4546,0.019623078,0
5975,-0.024616748,0
3214,-0.27658987,-0.3
2432,-0.0035644977,0
4490,0.00823588,0
5095,0.3403598,0.3
2045,-0.3267195,-0.3
3283,-0.5896983,-0.6
4550,0.010893253,0
8308,0.01626394,0
6818,-0.03686202,0
370,0.012518718,0
5660,0.23470986,0.3
1186,0.27936083,0.3
6191,0.053148344,0
1685,0.31959575,0.3
6717,-0.018771669,0
145,0.012997816,0
5364,0.6575594,0.6
7238,-0.5424799,-0.6
4287,-0.009556188,0
5217,-0.0034033286,0
5192,-0.012572896,0
2049,-0.31461662,-0.3
5863,0.3000548,0.3
2329,-0.015197917,0
7650,0.024351396,0
4869,-0.28280714,-0.3
2793,-0.017789349,0
3099,-0.025777664,0
1195,0.342742,0.3
4858,-0.021123646,0
2644,0.0127891945,0
7180,-0.036184132,0
903,-0.0012767483,0
4644,-0.043762792,0
2782,-0.019130494,0
5737,0.35064524,0.6
1858,0.32113233,0.3
84,0.040655136,0
5277,-0.015917078,0
6952,-0.065972,0
41,-0.017830791,0
1450,0.31376565,0.3
1816,0.29800564,0.3
8653,0.036302835,0
6008,-0.00834928,0
1707,0.0015865071,0
2914,-0.31105608,-0.3
783,-0.0041638915,0
5715,0.28036106,0.3
3951,-0.010216154,0
8224,-0.013328735,0
6486,-0.28189063,-0.3
2431,0.0031550005,0
5329,0.26572803,0.3
4706,-0.32241172,-0.3
4778,-0.29500285,-0.3
7911,0.0027894843,0
1180,0.29126903,0.3
6701,0.0018787067,0
3050,0.032017305,0
3594,0.029356677,0
7355,-0.28161272,-0.3
1985,-0.2837629,-0.3
3266,-0.56898534,-0.6
2866,-0.003033227,0
2519,-0.0382251,0
4527,0.022113517,0
3518,-0.31911424,-0.3
837,0.014064235,0
4154,-0.29407012,-0.3
1316,-0.022761684,0
2766,0.014462431,0
1936,-0.25427368,-0.3
5191,0.004153041,0
7744,-0.28487593,-0.3
2361,0.016195282,0
8163,0.01487139,0
2694,-0.0033015532,0
284,-0.30237907,-0.3
3309,-0.5952013,-0.6
6840,-0.01998007,0
6232,0.3060732,0.3
4457,-0.008038754,0
6610,-0.33905172,-0.3
1649,0.041299004,0
6430,-0.32162488,0
7588,-0.6249064,-0.6
7155,0.013433942,0
8264,0.011468488,0
8261,0.004911133,0
5661,0.30170637,0.3
2181,-0.014862854,0
4413,-0.0011525415,0
5424,0.020592764,0
7075,-0.28350815,-0.3
4027,0.030440457,0
6521,-0.6468042,-0.6
6370,-0.29138106,-0.3
7438,-0.018494928,0
2666,-0.0024964288,0
7050,-0.092038326,0
7554,-0.6037708,-0.6
2147,-0.55139416,-0.6
3637,-0.010246353,0
2671,0.0037884833,0
3339,-0.3962861,0
4448,-0.005959564,0
8560,-0.28656194,-0.3
3360,0.0062019797,0
5066,0.0054127313,0
4276,0.01596402,0
4316,0.019108035,0
8540,-0.078599244,0
2610,0.0021683844,0
1265,0.5759446,0.6
5365,0.62369305,0.6
1719,-0.019878937,0
2234,-0.002248282,0
6562,0.017736856,0
4662,0.02452771,0
2343,0.010052203,0
4975,-0.019873183,0
2920,-0.2932779,-0.3
8278,-0.019450903,0
928,0.27583548,0.3
3516,-0.26602012,-0.3
5266,0.014841181,0
8532,-0.026696246,0
3363,0.005437429,0
5803,0.29636896,0.3
3298,-0.5943927,-0.6
5122,-0.012371978,0
312,-0.025550168,0
8299,-0.0025954489,0
2401,-0.022136036,0
1069,0.55345255,0.6
6898,-0.0072993888,0
5181,0.01668524,0
5772,0.01486224,0
6349,0.014089202,0
1224,0.32967952,0.3
3132,0.31672314,0.3
3863,0.6785262,0.6
6209,0.3340868,0.3
6844,0.009188129,0
1202,0.30352068,0.3
4589,-0.029135734,0
2620,-0.012869829,0
5036,0.31661737,0.3
1004,0.30648157,0.3
3762,0.59193766,0.6
4553,0.013872485,0
178,-0.012085654,0
2472,0.0063001467,0
7741,-0.33057976,-0.3
7151,0.0017482056,0
3539,0.018160675,0
2589,0.00028396398,0
49,-0.005448102,0
5755,0.5226096,0.6
378,0.0012100623,0
5383,0.543754,0.6
438,-0.3609346,-0.3
6157,0.010557148,0
5326,0.27465937,0.3
8223,-0.013328735,0
3272,-0.5427389,-0.6
4766,-0.044230342,0
5197,0.021351345,0
4915,-0.35356858,-0.3
1811,0.26384026,0.3
6188,0.05643398,0
1717,-0.0040591154,0
5403,-0.0072019566,0
3201,-0.3275434,-0.3
8005,0.25412455,0.3
4363,-0.0020573824,0
1330,0.0037597092,0
3234,-0.6343944,-0.6
7408,0.00040347734,0
3135,0.31672314,0.3
3397,0.0064740162,0
5376,0.5383787,0.6
1161,0.2809562,0.3
1272,0.5905835,0.6
4111,-0.2869219,-0.3
3418,0.36579886,0.3
2259,-0.3210156,-0.3
5983,-0.012104295,0
4329,0.01044527,0
7429,0.0062321983,0
2227,0.010080676,0
302,-0.2927576,-0.3
8647,0.0044921683,0
356,0.007282323,0
5338,0.29813442,0.3
191,-0.005899375,0
985,0.00072071655,0
7009,0.29289058,0.3
3160,0.017699089,0
6950,-0.065972,0
8314,0.0038519911,0
3880,0.6130869,0.6
7603,-0.63721377,-0.6
4096,0.0197081,0
5724,0.3468879,0.3
6706,0.027303524,0
7927,0.0002628155,0
7661,0.008392555,0
2562,-0.0022192725,0
8432,-0.5399591,-0.6
411,-0.31953055,-0.3
705,0.58136845,0.6
2901,-0.32823926,-0.3
2872,-0.022813428,0
4564,0.006676548,0
6754,0.008969497,0
4695,-0.30915985,-0.3
7777,0.012986804,0
7589,-0.6249064,-0.6
1050,0.5482328,0.6
1654,0.013182056,0
4673,-0.01733477,0
4297,-0.01894799,0
2658,0.0076100826,0
4879,-0.29137737,-0.3
3787,0.60788244,0.6
495,-0.051643528,0
1839,0.3164927,0.3
4697,-0.30915985,-0.3
6143,-0.027442392,0
90,0.005000137,0
1153,0.303761,0.3
375,-0.0015030918,0
3416,0.28754523,0.3
3934,-0.018492296,0
1619,-0.30370286,-0.3
5354,0.28261876,0.3
1971,-0.27973822,-0.3
4910,-0.28987655,-0.3
6175,0.0013853768,0
8550,-0.23734489,-0.3
4473,0.01639923,0
2278,-0.29149577,-0.3
2648,0.027136132,0
7124,0.016238987,0
905,-0.0012767483,0
5658,0.23470986,0.3
8218,-0.007860188,0
1786,0.3234968,0.3
665,0.31424892,0.3
214,0.015524282,0
2448,-0.0034443887,0
3552,0.27392325,0.3
1377,0.29286686,0.3
4707,-0.32241172,-0.3
1518,0.28643602,0.3
5367,0.62369305,0.6
8602,-0.019435095,0
3271,-0.5427389,-0.6
971,-0.0086314585,0
2801,-0.0062428745,0
3317,-0.52530134,-0.6
4309,0.005609839,0
4786,-0.30216104,-0.3
3465,-0.009042687,0
6808,-0.01168939,0
3559,0.28186032,0.3
4192,-0.5901418,-0.6
3264,-0.6077269,-0.6
2183,-0.014862854,0
5282,0.018479936,0
3175,0.025277603,0
7365,-0.29005158,-0.3
4708,-0.28004798,-0.3
5063,0.01737098,0
1173,0.28103358,0.3
7984,0.033385217,0.0
6267,0.016247924,0
7005,0.2765055,0.3
6286,0.08686501,0
648,0.30074203,0.3
5591,0.5756957,0.6
2261,-0.28650132,-0.3
4797,-0.30116406,-0.3
3547,0.07585294,0
1247,0.3143765,0.3
1784,0.3234968,0.3
7864,-0.0091735795,0
436,-0.30789363,-0.3
6261,0.16564278,0.6
5809,0.27825344,0.3
4580,-0.0103692,0
6713,-0.02743921,0
720,0.020822156,0
8385,-0.32166138,-0.3
7539,-0.57004744,-0.6
5633,-0.018631069,0
5713,0.33622622,0.3
6700,0.0018787067,0
7526,-0.3270352,-0.3
2849,-0.012275751,0
3027,-0.15470453,-0.6
6696,-0.004460187,0
6678,-0.58888006,-0.6
1124,0.3182354,0.3
6797,0.009103381,0
3931,0.0455834,0
4585,0.034196,0
4134,-0.26979893,-0.3
6057,-0.0066064135,0
2480,-0.028993368,0
6761,0.0012693885,0
8440,-0.5727645,-0.6
642,0.3142567,0.3
5071,0.018180467,0
5325,0.3141415,0.3
1725,0.033346474,0
8134,0.007572716,0
3150,0.24888778,0.3
5257,-0.024355639,0
5515,0.54645646,0.6
4633,-0.032742307,0
7885,0.2970143,0.3
3570,0.21832538,0.3
8149,0.005051666,0
1643,-0.0065228306,0
5571,0.27671587,0.3
6999,0.062142298,0
887,0.0061884867,0
3195,-0.32556474,-0.3
1092,-0.028902914,0
3582,0.0036427928,0
5415,-0.015767165,0
4845,-0.28230503,-0.3
1755,0.2955494,0.3
3948,0.018531222,0
714,0.6165929,0.6
2685,0.0025527524,0
4302,-0.0076508652,0
5205,-0.037799805,0
7330,0.0061627366,0
7194,-0.28681076,-0.3
490,-0.02013058,0
8032,0.61117923,0.6
5939,0.2996218,0.3
6812,-0.023096215,0
6463,0.0036903275,0
6711,0.0008214442,0
1553,0.0064485064,0
8617,0.007454888,0
7968,-0.032862417,0.0
197,-0.017479911,0
8648,0.0044921683,0
2887,-0.31633085,-0.3
2288,-0.33753654,-0.3
6752,0.007835021,0
792,-0.0029154718,0
7865,-0.017267538,0
5659,0.23470986,0.3
4873,-0.31366542,-0.3
2717,0.0008508698,0
6350,-0.07062238,0
7222,-0.29828015,-0.3
4940,-0.031574503,0
5881,0.3070983,0.3
3156,0.101026975,0
4210,-0.6085216,-0.6
1675,0.33158782,0.3
5643,0.01775036,0
3377,-0.0031241162,0
7558,-0.6330937,-0.6
6714,-0.02743921,0
5333,0.3039464,0.3
3771,0.60008585,0.6
4554,0.013872485,0
7867,-0.017267538,0
6190,0.053148344,0
5662,0.30170637,0.3
4123,-0.29865092,-0.3
4409,0.008383121,0
2841,0.0018320833,0
7795,0.0010977811,0
7171,0.0027108444,0
5138,0.016323362,0
4013,0.002837427,0
4178,-0.31260464,-0.3
6771,-0.004275451,0
8637,0.014662323,0
6962,-0.30482125,-0.3
5169,-0.008561541,0
4487,-0.013748109,0
4878,-0.29137737,-0.3
5449,0.29910618,0.3
1559,-0.016079891,0
2878,-0.28045142,-0.3
593,0.014002896,0
4423,-0.0075517045,0
8211,-0.004144378,0
7054,-0.27766037,-0.3
4427,0.014009475,0
7847,-0.006618907,0
4824,-0.2866993,-0.3
1306,0.028433565,0
4655,0.01139054,0
2498,0.00046444684,0
1935,-0.25427368,-0.3
4854,-0.047682572,0
5426,0.036652677,0
2735,0.014061497,0
448,-0.5683416,-0.6
7412,0.021673482,0
8044,0.023329686,0
466,0.0053106537,0
8434,-0.5399591,-0.6
1393,0.27304316,0.3
4571,0.022225618,0
3441,0.31589657,0.3
816,0.005607987,0
3720,0.28774324,0.3
1223,0.3566205,0.3
2177,-0.18773891,0
543,0.0005332809,0
7187,-0.27987063,0
5260,0.036924064,0
3629,-0.011533239,0
1550,-0.0094048055,0
4922,-0.28811494,-0.3
4180,-0.5136741,-0.3
7593,-0.6443012,-0.6
3477,-0.005233572,0
6518,-0.6468042,-0.6
4146,-0.3122681,-0.3
3061,0.015550048,0
5861,0.29038128,0.3
1991,-0.29071432,-0.3
4538,0.0026812935,0
6487,-0.2870659,-0.3
7949,-0.3359588,-0.3
553,0.0050059203,0
2647,0.027136132,0
4666,0.019122861,0
5797,0.3453878,0.3
7490,-0.31740105,-0.3
7656,0.019941334,0
5564,0.022277866,0
7570,-0.57049924,-0.6
2376,0.032224428,0
6318,0.46946716,0.3
608,-0.039812982,0
527,-0.028171819,0
3757,0.59644026,0.6
6233,0.3060732,0.3
7643,0.019158348,0
4985,0.006533157,0
886,0.0061884867,0
5804,0.29636896,0.3
8007,0.25412455,0.3
3574,0.16349971,0.3
4603,0.009513454,0
1892,0.3193982,0.3
2575,0.006745342,0
8479,0.045072168,0
565,0.010316229,0
125,0.046898507,0
3391,0.04217781,0
2380,0.0021867156,0
3811,0.61827475,0.6
8012,0.32261345,0.3
6746,-3.8196333e-05,0
2477,-0.0009966092,0
218,-0.011793446,0
5686,0.2929156,0.3
1909,0.28312388,0.3
986,0.00072071655,0
2409,0.003192612,0
15,-0.036360085,0
483,-0.023013968,0
7952,-0.25358894,-0.3
7268,-0.3912005,-0.6
2674,0.0022260118,0
1021,0.30384773,0.3
4008,-0.012464118,0
177,-0.012085654,0
3722,0.3081919,0.3
2515,-0.016165491,0
3390,-0.01622539,0
2597,-0.00399126,0
3572,0.29000697,0.3
7654,0.005559084,0
4840,-0.29472727,-0.3
3222,-0.2844997,-0.3
4921,-0.28811494,-0.3
3685,0.005873737,0
5294,-0.0026885825,0
6512,-0.5709674,-0.6
7191,-0.28678092,-0.3
1509,0.3131443,0.3
5653,0.23253694,0.3
6155,0.029953774,0
5953,-0.022003677,0
7387,-0.2584166,-0.3
702,0.48492104,0.6
4239,-0.0028144578,0
3589,-0.022446979,0
5877,0.31745318,0.3
3459,0.008197652,0
8625,-0.012188073,0
7350,-0.28071722,-0.3
5530,-0.0144918645,0
4225,0.01601249,0
8656,0.04960669,0
3789,0.57847613,0.6
3929,-0.0021423025,0
7230,-0.35768628,-0.3
3488,-0.26688528,-0.3
